  0.00781   0.00781    -0.000008
  0.00781   0.02344    -0.000023
  0.00781   0.03906    -0.000038
  0.00781   0.05469    -0.000053
  0.00781   0.07031    -0.000068
  0.00781   0.08594    -0.000083
  0.00781   0.10156    -0.000098
  0.00781   0.11719    -0.000112
  0.00781   0.13281    -0.000126
  0.00781   0.14844    -0.000140
  0.00781   0.16406    -0.000153
  0.00781   0.17969    -0.000166
  0.00781   0.19531    -0.000179
  0.00781   0.21094    -0.000191
  0.00781   0.22656    -0.000203
  0.00781   0.24219    -0.000214
  0.00781   0.25781    -0.000225
  0.00781   0.27344    -0.000235
  0.00781   0.28906    -0.000245
  0.00781   0.30469    -0.000254
  0.00781   0.32031    -0.000263
  0.00781   0.33594    -0.000270
  0.00781   0.35156    -0.000278
  0.00781   0.36719    -0.000284
  0.00781   0.38281    -0.000290
  0.00781   0.39844    -0.000295
  0.00781   0.41406    -0.000300
  0.00781   0.42969    -0.000303
  0.00781   0.44531    -0.000306
  0.00781   0.46094    -0.000308
  0.00781   0.47656    -0.000310
  0.00781   0.49219    -0.000311
  0.00781   0.50781    -0.000311
  0.00781   0.52344    -0.000310
  0.00781   0.53906    -0.000308
  0.00781   0.55469    -0.000306
  0.00781   0.57031    -0.000303
  0.00781   0.58594    -0.000300
  0.00781   0.60156    -0.000295
  0.00781   0.61719    -0.000290
  0.00781   0.63281    -0.000284
  0.00781   0.64844    -0.000278
  0.00781   0.66406    -0.000270
  0.00781   0.67969    -0.000263
  0.00781   0.69531    -0.000254
  0.00781   0.71094    -0.000245
  0.00781   0.72656    -0.000235
  0.00781   0.74219    -0.000225
  0.00781   0.75781    -0.000214
  0.00781   0.77344    -0.000203
  0.00781   0.78906    -0.000191
  0.00781   0.80469    -0.000179
  0.00781   0.82031    -0.000166
  0.00781   0.83594    -0.000153
  0.00781   0.85156    -0.000140
  0.00781   0.86719    -0.000126
  0.00781   0.88281    -0.000112
  0.00781   0.89844    -0.000098
  0.00781   0.91406    -0.000083
  0.00781   0.92969    -0.000068
  0.00781   0.94531    -0.000053
  0.00781   0.96094    -0.000038
  0.00781   0.97656    -0.000023
  0.00781   0.99219    -0.000008
  0.02344   0.00781    -0.000023
  0.02344   0.02344    -0.000069
  0.02344   0.03906    -0.000114
  0.02344   0.05469    -0.000159
  0.02344   0.07031    -0.000204
  0.02344   0.08594    -0.000249
  0.02344   0.10156    -0.000292
  0.02344   0.11719    -0.000335
  0.02344   0.13281    -0.000378
  0.02344   0.14844    -0.000419
  0.02344   0.16406    -0.000459
  0.02344   0.17969    -0.000498
  0.02344   0.19531    -0.000537
  0.02344   0.21094    -0.000573
  0.02344   0.22656    -0.000609
  0.02344   0.24219    -0.000642
  0.02344   0.25781    -0.000675
  0.02344   0.27344    -0.000706
  0.02344   0.28906    -0.000735
  0.02344   0.30469    -0.000762
  0.02344   0.32031    -0.000787
  0.02344   0.33594    -0.000811
  0.02344   0.35156    -0.000832
  0.02344   0.36719    -0.000852
  0.02344   0.38281    -0.000869
  0.02344   0.39844    -0.000885
  0.02344   0.41406    -0.000898
  0.02344   0.42969    -0.000909
  0.02344   0.44531    -0.000918
  0.02344   0.46094    -0.000925
  0.02344   0.47656    -0.000929
  0.02344   0.49219    -0.000931
  0.02344   0.50781    -0.000931
  0.02344   0.52344    -0.000929
  0.02344   0.53906    -0.000925
  0.02344   0.55469    -0.000918
  0.02344   0.57031    -0.000909
  0.02344   0.58594    -0.000898
  0.02344   0.60156    -0.000885
  0.02344   0.61719    -0.000869
  0.02344   0.63281    -0.000852
  0.02344   0.64844    -0.000832
  0.02344   0.66406    -0.000811
  0.02344   0.67969    -0.000787
  0.02344   0.69531    -0.000762
  0.02344   0.71094    -0.000735
  0.02344   0.72656    -0.000706
  0.02344   0.74219    -0.000675
  0.02344   0.75781    -0.000642
  0.02344   0.77344    -0.000609
  0.02344   0.78906    -0.000573
  0.02344   0.80469    -0.000537
  0.02344   0.82031    -0.000498
  0.02344   0.83594    -0.000459
  0.02344   0.85156    -0.000419
  0.02344   0.86719    -0.000378
  0.02344   0.88281    -0.000335
  0.02344   0.89844    -0.000292
  0.02344   0.91406    -0.000249
  0.02344   0.92969    -0.000204
  0.02344   0.94531    -0.000159
  0.02344   0.96094    -0.000114
  0.02344   0.97656    -0.000069
  0.02344   0.99219    -0.000023
  0.03906   0.00781    -0.000038
  0.03906   0.02344    -0.000114
  0.03906   0.03906    -0.000190
  0.03906   0.05469    -0.000265
  0.03906   0.07031    -0.000340
  0.03906   0.08594    -0.000414
  0.03906   0.10156    -0.000486
  0.03906   0.11719    -0.000558
  0.03906   0.13281    -0.000628
  0.03906   0.14844    -0.000697
  0.03906   0.16406    -0.000764
  0.03906   0.17969    -0.000829
  0.03906   0.19531    -0.000893
  0.03906   0.21094    -0.000954
  0.03906   0.22656    -0.001013
  0.03906   0.24219    -0.001069
  0.03906   0.25781    -0.001123
  0.03906   0.27344    -0.001174
  0.03906   0.28906    -0.001222
  0.03906   0.30469    -0.001268
  0.03906   0.32031    -0.001310
  0.03906   0.33594    -0.001349
  0.03906   0.35156    -0.001385
  0.03906   0.36719    -0.001417
  0.03906   0.38281    -0.001447
  0.03906   0.39844    -0.001472
  0.03906   0.41406    -0.001494
  0.03906   0.42969    -0.001513
  0.03906   0.44531    -0.001528
  0.03906   0.46094    -0.001539
  0.03906   0.47656    -0.001546
  0.03906   0.49219    -0.001550
  0.03906   0.50781    -0.001550
  0.03906   0.52344    -0.001546
  0.03906   0.53906    -0.001539
  0.03906   0.55469    -0.001528
  0.03906   0.57031    -0.001513
  0.03906   0.58594    -0.001494
  0.03906   0.60156    -0.001472
  0.03906   0.61719    -0.001447
  0.03906   0.63281    -0.001417
  0.03906   0.64844    -0.001385
  0.03906   0.66406    -0.001349
  0.03906   0.67969    -0.001310
  0.03906   0.69531    -0.001268
  0.03906   0.71094    -0.001222
  0.03906   0.72656    -0.001174
  0.03906   0.74219    -0.001123
  0.03906   0.75781    -0.001069
  0.03906   0.77344    -0.001013
  0.03906   0.78906    -0.000954
  0.03906   0.80469    -0.000893
  0.03906   0.82031    -0.000829
  0.03906   0.83594    -0.000764
  0.03906   0.85156    -0.000697
  0.03906   0.86719    -0.000628
  0.03906   0.88281    -0.000558
  0.03906   0.89844    -0.000486
  0.03906   0.91406    -0.000414
  0.03906   0.92969    -0.000340
  0.03906   0.94531    -0.000265
  0.03906   0.96094    -0.000190
  0.03906   0.97656    -0.000114
  0.03906   0.99219    -0.000038
  0.05469   0.00781    -0.000053
  0.05469   0.02344    -0.000159
  0.05469   0.03906    -0.000265
  0.05469   0.05469    -0.000370
  0.05469   0.07031    -0.000474
  0.05469   0.08594    -0.000578
  0.05469   0.10156    -0.000679
  0.05469   0.11719    -0.000779
  0.05469   0.13281    -0.000877
  0.05469   0.14844    -0.000974
  0.05469   0.16406    -0.001067
  0.05469   0.17969    -0.001158
  0.05469   0.19531    -0.001247
  0.05469   0.21094    -0.001332
  0.05469   0.22656    -0.001414
  0.05469   0.24219    -0.001493
  0.05469   0.25781    -0.001568
  0.05469   0.27344    -0.001640
  0.05469   0.28906    -0.001707
  0.05469   0.30469    -0.001770
  0.05469   0.32031    -0.001829
  0.05469   0.33594    -0.001884
  0.05469   0.35156    -0.001934
  0.05469   0.36719    -0.001980
  0.05469   0.38281    -0.002020
  0.05469   0.39844    -0.002056
  0.05469   0.41406    -0.002087
  0.05469   0.42969    -0.002113
  0.05469   0.44531    -0.002133
  0.05469   0.46094    -0.002149
  0.05469   0.47656    -0.002159
  0.05469   0.49219    -0.002165
  0.05469   0.50781    -0.002165
  0.05469   0.52344    -0.002159
  0.05469   0.53906    -0.002149
  0.05469   0.55469    -0.002133
  0.05469   0.57031    -0.002113
  0.05469   0.58594    -0.002087
  0.05469   0.60156    -0.002056
  0.05469   0.61719    -0.002020
  0.05469   0.63281    -0.001980
  0.05469   0.64844    -0.001934
  0.05469   0.66406    -0.001884
  0.05469   0.67969    -0.001829
  0.05469   0.69531    -0.001770
  0.05469   0.71094    -0.001707
  0.05469   0.72656    -0.001640
  0.05469   0.74219    -0.001568
  0.05469   0.75781    -0.001493
  0.05469   0.77344    -0.001414
  0.05469   0.78906    -0.001332
  0.05469   0.80469    -0.001247
  0.05469   0.82031    -0.001158
  0.05469   0.83594    -0.001067
  0.05469   0.85156    -0.000974
  0.05469   0.86719    -0.000877
  0.05469   0.88281    -0.000779
  0.05469   0.89844    -0.000679
  0.05469   0.91406    -0.000578
  0.05469   0.92969    -0.000474
  0.05469   0.94531    -0.000370
  0.05469   0.96094    -0.000265
  0.05469   0.97656    -0.000159
  0.05469   0.99219    -0.000053
  0.07031   0.00781    -0.000068
  0.07031   0.02344    -0.000204
  0.07031   0.03906    -0.000340
  0.07031   0.05469    -0.000474
  0.07031   0.07031    -0.000608
  0.07031   0.08594    -0.000740
  0.07031   0.10156    -0.000870
  0.07031   0.11719    -0.000999
  0.07031   0.13281    -0.001125
  0.07031   0.14844    -0.001248
  0.07031   0.16406    -0.001368
  0.07031   0.17969    -0.001485
  0.07031   0.19531    -0.001598
  0.07031   0.21094    -0.001707
  0.07031   0.22656    -0.001813
  0.07031   0.24219    -0.001914
  0.07031   0.25781    -0.002010
  0.07031   0.27344    -0.002101
  0.07031   0.28906    -0.002188
  0.07031   0.30469    -0.002269
  0.07031   0.32031    -0.002345
  0.07031   0.33594    -0.002415
  0.07031   0.35156    -0.002479
  0.07031   0.36719    -0.002537
  0.07031   0.38281    -0.002589
  0.07031   0.39844    -0.002635
  0.07031   0.41406    -0.002675
  0.07031   0.42969    -0.002708
  0.07031   0.44531    -0.002734
  0.07031   0.46094    -0.002754
  0.07031   0.47656    -0.002768
  0.07031   0.49219    -0.002774
  0.07031   0.50781    -0.002774
  0.07031   0.52344    -0.002768
  0.07031   0.53906    -0.002754
  0.07031   0.55469    -0.002734
  0.07031   0.57031    -0.002708
  0.07031   0.58594    -0.002675
  0.07031   0.60156    -0.002635
  0.07031   0.61719    -0.002589
  0.07031   0.63281    -0.002537
  0.07031   0.64844    -0.002479
  0.07031   0.66406    -0.002415
  0.07031   0.67969    -0.002345
  0.07031   0.69531    -0.002269
  0.07031   0.71094    -0.002188
  0.07031   0.72656    -0.002101
  0.07031   0.74219    -0.002010
  0.07031   0.75781    -0.001914
  0.07031   0.77344    -0.001813
  0.07031   0.78906    -0.001707
  0.07031   0.80469    -0.001598
  0.07031   0.82031    -0.001485
  0.07031   0.83594    -0.001368
  0.07031   0.85156    -0.001248
  0.07031   0.86719    -0.001125
  0.07031   0.88281    -0.000999
  0.07031   0.89844    -0.000870
  0.07031   0.91406    -0.000740
  0.07031   0.92969    -0.000608
  0.07031   0.94531    -0.000474
  0.07031   0.96094    -0.000340
  0.07031   0.97656    -0.000204
  0.07031   0.99219    -0.000068
  0.08594   0.00781    -0.000083
  0.08594   0.02344    -0.000249
  0.08594   0.03906    -0.000414
  0.08594   0.05469    -0.000578
  0.08594   0.07031    -0.000740
  0.08594   0.08594    -0.000901
  0.08594   0.10156    -0.001060
  0.08594   0.11719    -0.001216
  0.08594   0.13281    -0.001369
  0.08594   0.14844    -0.001519
  0.08594   0.16406    -0.001665
  0.08594   0.17969    -0.001807
  0.08594   0.19531    -0.001945
  0.08594   0.21094    -0.002078
  0.08594   0.22656    -0.002207
  0.08594   0.24219    -0.002329
  0.08594   0.25781    -0.002447
  0.08594   0.27344    -0.002558
  0.08594   0.28906    -0.002663
  0.08594   0.30469    -0.002762
  0.08594   0.32031    -0.002854
  0.08594   0.33594    -0.002939
  0.08594   0.35156    -0.003017
  0.08594   0.36719    -0.003088
  0.08594   0.38281    -0.003152
  0.08594   0.39844    -0.003208
  0.08594   0.41406    -0.003256
  0.08594   0.42969    -0.003296
  0.08594   0.44531    -0.003328
  0.08594   0.46094    -0.003353
  0.08594   0.47656    -0.003369
  0.08594   0.49219    -0.003377
